id,image_path,selected_model,other_model,timestamp
696,2077q.jpg,allenai/Molmo-72B-0924,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 19:47:19.65733
697,2077q.jpg,allenai/Molmo-72B-0924,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 19:47:19.92678
698,2077q.jpg,allenai/Molmo-72B-0924,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 19:47:20.260499
699,5521n.jpg,rhymes-ai/Aria,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 19:47:27.421583
700,4781r.jpg,llama-v3p2-90b-vision-instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 19:47:30.717616
701,4786a.jpg,llama-v3p2-90b-vision-instruct,claude-3-5-sonnet-20241022,2024-11-06 20:09:13.246578
702,2086d.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-06 20:09:13.419144
703,4786a.jpg,Qwen/Qwen2-VL-72B-Instruct,gpt-4o-2024-08-06,2024-11-06 20:09:18.117167
704,2085b.jpg,gpt-4o-2024-08-06,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 20:09:21.041648
705,4786a.jpg,claude-3-5-sonnet-20241022,rhymes-ai/Aria,2024-11-06 20:09:23.373013
706,3193c.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-06 20:09:27.767878
707,4911d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,allenai/Molmo-72B-0924,2024-11-06 20:14:21.561663
708,2086d.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-06 20:14:48.173349
709,2073cc.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 20:36:30.392715
710,4786a.jpg,claude-3-5-sonnet-20241022,allenai/Molmo-72B-0924,2024-11-06 20:36:44.054466
711,4781r.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 20:37:32.286406
712,4783v.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-06 20:38:10.400253
713,2073cc.jpg,claude-3-5-sonnet-20241022,OpenGVLab/InternVL2-Llama3-76B,2024-11-06 20:40:04.731351
714,4782c.jpg,gemini-1.5-pro,gpt-4o-2024-08-06,2024-11-06 20:40:17.400829
715,5301p.jpg,allenai/Molmo-72B-0924,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-06 20:40:29.71334
716,3193c.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-06 20:41:15.179631
717,4786a.jpg,nvidia/NVLM-D-72B,llama-v3p2-90b-vision-instruct,2024-11-06 20:41:26.498067
718,5521n.jpg,llama-v3p2-90b-vision-instruct,gemini-1.5-pro,2024-11-06 20:41:46.45119
719,17l.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,claude-3-5-sonnet-20241022,2024-11-06 20:42:14.416539
720,4786a.jpg,gemini-1.5-pro,llama-v3p2-90b-vision-instruct,2024-11-06 20:42:47.580985
721,17l.jpg,nvidia/NVLM-D-72B,Qwen/Qwen2-VL-72B-Instruct,2024-11-06 20:43:04.323069
722,3191i.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-06 20:43:32.321076
723,4782c.jpg,claude-3-5-sonnet-20241022,allenai/Molmo-72B-0924,2024-11-07 17:37:51.448296
724,5521n.jpg,llama-v3p2-90b-vision-instruct,gemini-1.5-pro,2024-11-07 17:38:13.990159
725,4785a.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-07 17:38:32.937434
726,4782c.jpg,gemini-1.5-pro,OpenGVLab/InternVL2-Llama3-76B,2024-11-07 17:39:07.016319
727,4788oo.jpg,rhymes-ai/Aria,claude-3-5-sonnet-20241022,2024-11-07 18:28:55.975156
728,2073cc.jpg,gemini-1.5-pro,llama-v3p2-90b-vision-instruct,2024-11-07 18:29:44.058769
729,4792b.jpg,gpt-4o-2024-08-06,rhymes-ai/Aria,2024-11-07 18:33:55.145857
730,5301p.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-07 18:34:05.420768
731,2077q.jpg,allenai/Molmo-72B-0924,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-07 18:34:17.674327
732,284v.jpg,rhymes-ai/Aria,allenai/Molmo-72B-0924,2024-11-07 18:37:34.175566
733,4793a.jpg,OpenGVLab/InternVL2-Llama3-76B,claude-3-5-sonnet-20241022,2024-11-07 18:39:16.373854
734,4782c.jpg,gpt-4o-2024-08-06,rhymes-ai/Aria,2024-11-07 18:46:53.544828
735,904x.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-07 18:47:12.869539
736,3192h.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-07 18:49:36.810291
737,287g.jpg,OpenGVLab/InternVL2-Llama3-76B,rhymes-ai/Aria,2024-11-07 18:49:50.561027
738,17l.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-07 18:51:06.778737
739,5207j.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-07 18:51:25.34666
740,4911d.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-07 18:54:01.230816
741,3193c.jpg,allenai/Molmo-72B-0924,claude-3-5-sonnet-20241022,2024-11-07 18:59:11.467679
742,5301p.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-07 18:59:22.638531
743,2085b.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-07 19:00:20.498462
744,5301p.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-07 19:00:46.632846
745,284v.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-07 19:07:43.901908
746,4911d.jpg,claude-3-5-sonnet-20241022,gemini-1.5-pro,2024-11-07 19:13:08.740768
747,3193c.jpg,llama-v3p2-90b-vision-instruct,rhymes-ai/Aria,2024-11-07 19:16:12.886512
748,284v.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-07 19:19:32.38693
749,4911d.jpg,OpenGVLab/InternVL2-Llama3-76B,rhymes-ai/Aria,2024-11-07 19:27:04.300259
750,3192h.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-07 19:27:33.288539
751,4912gg.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-07 19:27:46.82011
752,4911d.jpg,OpenGVLab/InternVL2-Llama3-76B,gpt-4o-2024-08-06,2024-11-07 19:28:01.296369
753,4792b.jpg,llama-v3p2-90b-vision-instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-07 19:28:11.550114
754,5301p.jpg,gpt-4o-2024-08-06,gemini-1.5-pro,2024-11-07 19:29:01.94321
755,286t.jpg,gpt-4o-2024-08-06,rhymes-ai/Aria,2024-11-07 19:29:07.101534
756,4782c.jpg,OpenGVLab/InternVL2-Llama3-76B,rhymes-ai/Aria,2024-11-08 01:35:22.379098
757,304h.jpg,gpt-4o-2024-08-06,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 01:35:36.449866
758,4782c.jpg,allenai/Molmo-72B-0924,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 01:35:47.73401
759,4782c.jpg,OpenGVLab/InternVL2-Llama3-76B,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 01:36:51.155446
760,948d.jpg,gpt-4o-2024-08-06,claude-3-5-sonnet-20241022,2024-11-08 01:37:07.354311
761,4793a.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-08 01:37:52.804207
762,5521n.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 02:12:45.097284
763,2078i.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-08 02:13:22.671285
764,4911d.jpg,claude-3-5-sonnet-20241022,gpt-4o-2024-08-06,2024-11-08 02:22:48.680651
765,4782c.jpg,Qwen/Qwen2-VL-72B-Instruct,rhymes-ai/Aria,2024-11-08 02:25:18.001731
766,4782c.jpg,OpenGVLab/InternVL2-Llama3-76B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 02:25:26.471096
767,4786a.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-08 02:25:45.604494
768,3193c.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 02:29:49.814898
769,4781r.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 02:30:20.949886
770,1007p.jpg,Qwen/Qwen2-VL-72B-Instruct,rhymes-ai/Aria,2024-11-08 02:30:58.078647
771,4793a.jpg,rhymes-ai/Aria,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 02:32:53.009259
772,3189j.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,rhymes-ai/Aria,2024-11-08 02:34:56.138714
773,5207j.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 02:35:13.053041
774,948d.jpg,nvidia/NVLM-D-72B,llama-v3p2-90b-vision-instruct,2024-11-08 02:41:05.12761
775,5301p.jpg,gpt-4o-2024-08-06,claude-3-5-sonnet-20241022,2024-11-08 02:41:43.914644
776,287g.jpg,gemini-1.5-pro,claude-3-5-sonnet-20241022,2024-11-08 02:47:33.80011
777,1007p.jpg,rhymes-ai/Aria,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 02:48:54.056122
778,284v.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 02:49:19.694119
779,3189j.jpg,gemini-1.5-pro,gpt-4o-2024-08-06,2024-11-08 02:50:04.802135
780,287g.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-08 02:51:49.238526
781,3189j.jpg,claude-3-5-sonnet-20241022,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 02:52:04.18548
782,5207j.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 02:52:23.137259
783,4793a.jpg,gpt-4o-2024-08-06,llama-v3p2-90b-vision-instruct,2024-11-08 03:07:38.333222
784,5521n.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 03:07:42.446566
785,2086d.jpg,claude-3-5-sonnet-20241022,nvidia/NVLM-D-72B,2024-11-08 03:07:47.280715
786,4912gg.jpg,OpenGVLab/InternVL2-Llama3-76B,allenai/Molmo-72B-0924,2024-11-08 03:07:57.421603
787,3192h.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 03:08:43.703232
788,17l.jpg,allenai/Molmo-72B-0924,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 03:08:53.895413
789,4793a.jpg,claude-3-5-sonnet-20241022,gemini-1.5-pro,2024-11-08 03:08:58.090279
790,4782c.jpg,claude-3-5-sonnet-20241022,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 03:09:03.452255
791,4785a.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-08 03:09:05.542922
792,5521n.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-08 03:09:14.009442
793,1007p.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-08 03:09:21.082832
794,4788oo.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-08 03:09:22.979071
795,4781r.jpg,rhymes-ai/Aria,claude-3-5-sonnet-20241022,2024-11-08 03:09:27.060086
796,4788oo.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-08 03:23:03.359134
797,948d.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 03:23:08.240225
798,286t.jpg,Qwen/Qwen2-VL-72B-Instruct,allenai/Molmo-72B-0924,2024-11-08 04:08:57.259431
799,4786a.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-08 04:09:01.980263
800,4786a.jpg,claude-3-5-sonnet-20241022,gpt-4o-2024-08-06,2024-11-08 04:36:20.907221
801,304h.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-08 04:36:31.000057
802,5207j.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-08 04:36:34.88978
803,287g.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-08 04:36:39.649732
804,5301p.jpg,gpt-4o-2024-08-06,gemini-1.5-pro,2024-11-08 04:36:43.625264
805,5301p.jpg,allenai/Molmo-72B-0924,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 04:37:22.356559
806,5301p.jpg,claude-3-5-sonnet-20241022,rhymes-ai/Aria,2024-11-08 04:37:30.469233
807,17l.jpg,rhymes-ai/Aria,gpt-4o-2024-08-06,2024-11-08 04:37:35.064744
808,5207j.jpg,gemini-1.5-pro,claude-3-5-sonnet-20241022,2024-11-08 04:37:42.350894
809,4912gg.jpg,nvidia/NVLM-D-72B,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 04:37:47.272609
810,4911d.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-08 04:37:50.416486
811,2078i.jpg,allenai/Molmo-72B-0924,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 04:37:56.889751
812,4783v.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-08 04:38:06.688034
813,287g.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,gemini-1.5-pro,2024-11-08 04:38:11.03567
814,5521n.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 04:38:14.85965
815,904x.jpg,llama-v3p2-90b-vision-instruct,claude-3-5-sonnet-20241022,2024-11-08 04:38:18.064087
816,4781r.jpg,OpenGVLab/InternVL2-Llama3-76B,gemini-1.5-pro,2024-11-08 04:38:31.007238
817,4783v.jpg,claude-3-5-sonnet-20241022,allenai/Molmo-72B-0924,2024-11-08 04:43:29.057935
818,4793a.jpg,nvidia/NVLM-D-72B,rhymes-ai/Aria,2024-11-08 04:43:35.85372
819,4911d.jpg,llama-v3p2-90b-vision-instruct,nvidia/NVLM-D-72B,2024-11-08 04:45:26.638017
820,4786a.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-08 04:45:34.246736
821,5301p.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 04:45:39.960309
822,4782c.jpg,Qwen/Qwen2-VL-72B-Instruct,allenai/Molmo-72B-0924,2024-11-08 05:44:55.762539
823,287g.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-08 05:45:39.068637
824,4782c.jpg,gemini-1.5-pro,allenai/Molmo-72B-0924,2024-11-08 05:45:53.625517
825,904x.jpg,llama-v3p2-90b-vision-instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 05:46:06.476427
826,3189j.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-08 05:58:36.619887
827,287g.jpg,nvidia/NVLM-D-72B,allenai/Molmo-72B-0924,2024-11-08 05:59:15.651265
828,2086d.jpg,claude-3-5-sonnet-20241022,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 06:06:06.422184
829,1007p.jpg,gemini-1.5-pro,nvidia/NVLM-D-72B,2024-11-08 06:06:36.988551
830,5301p.jpg,gpt-4o-2024-08-06,gemini-1.5-pro,2024-11-08 06:07:42.519482
831,4911d.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-08 06:14:51.433972
832,948d.jpg,rhymes-ai/Aria,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 06:37:51.958233
833,5301p.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-08 06:37:58.474653
834,4911d.jpg,rhymes-ai/Aria,claude-3-5-sonnet-20241022,2024-11-08 06:47:46.919885
835,4792b.jpg,nvidia/NVLM-D-72B,gpt-4o-2024-08-06,2024-11-08 06:49:30.110394
836,4912gg.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 06:59:23.331025
837,1007p.jpg,Qwen/Qwen2-VL-72B-Instruct,llama-v3p2-90b-vision-instruct,2024-11-08 06:59:39.48158
838,4911d.jpg,gpt-4o-2024-08-06,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 07:00:56.309423
839,284v.jpg,claude-3-5-sonnet-20241022,allenai/Molmo-72B-0924,2024-11-08 07:01:06.345133
840,5207j.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-08 07:01:19.659497
841,4793a.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-08 07:03:38.948331
842,4785a.jpg,claude-3-5-sonnet-20241022,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 07:04:26.406565
843,4785a.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-08 07:04:42.194648
844,5207j.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-08 07:05:25.550754
845,304h.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 07:05:52.170219
846,4911d.jpg,Qwen/Qwen2-VL-72B-Instruct,claude-3-5-sonnet-20241022,2024-11-08 07:06:04.892846
847,4792b.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-08 07:06:58.712061
848,5301p.jpg,llama-v3p2-90b-vision-instruct,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 07:07:28.488771
849,304h.jpg,nvidia/NVLM-D-72B,rhymes-ai/Aria,2024-11-08 07:07:46.697123
850,286t.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 07:07:51.529114
851,4788oo.jpg,OpenGVLab/InternVL2-Llama3-76B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 07:11:37.615008
852,948d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-08 07:11:52.970802
853,2077q.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 07:12:03.455616
854,4788oo.jpg,rhymes-ai/Aria,nvidia/NVLM-D-72B,2024-11-08 07:12:25.930243
855,4912gg.jpg,nvidia/NVLM-D-72B,rhymes-ai/Aria,2024-11-08 07:12:36.563196
856,3191i.jpg,rhymes-ai/Aria,allenai/Molmo-72B-0924,2024-11-08 07:12:50.257469
857,4785a.jpg,nvidia/NVLM-D-72B,gemini-1.5-pro,2024-11-08 12:09:28.101338
858,4786a.jpg,llama-v3p2-90b-vision-instruct,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 12:10:23.831047
859,4792b.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 12:11:10.811235
860,4911d.jpg,Qwen/Qwen2-VL-72B-Instruct,nvidia/NVLM-D-72B,2024-11-08 12:12:20.307965
861,2073cc.jpg,Qwen/Qwen2-VL-72B-Instruct,gemini-1.5-pro,2024-11-08 12:13:53.076292
862,2073cc.jpg,claude-3-5-sonnet-20241022,allenai/Molmo-72B-0924,2024-11-08 12:15:27.77937
863,4781r.jpg,claude-3-5-sonnet-20241022,rhymes-ai/Aria,2024-11-08 12:16:31.417216
864,4911d.jpg,claude-3-5-sonnet-20241022,gemini-1.5-pro,2024-11-08 12:20:55.170337
865,3193c.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-08 12:21:02.07924
866,4783v.jpg,OpenGVLab/InternVL2-Llama3-76B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 12:26:54.118455
867,3189j.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-08 12:28:41.324356
868,5521n.jpg,claude-3-5-sonnet-20241022,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 12:29:39.595644
869,4911d.jpg,rhymes-ai/Aria,gpt-4o-2024-08-06,2024-11-08 12:30:40.388903
870,304h.jpg,gpt-4o-2024-08-06,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 12:32:03.979965
871,4911d.jpg,nvidia/NVLM-D-72B,gemini-1.5-pro,2024-11-08 12:32:44.246968
872,304h.jpg,gpt-4o-2024-08-06,allenai/Molmo-72B-0924,2024-11-08 12:33:22.847892
873,2077q.jpg,Qwen/Qwen2-VL-72B-Instruct,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 12:34:07.708001
874,2086d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,nvidia/NVLM-D-72B,2024-11-08 12:35:09.513044
875,4783v.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 12:36:03.88848
876,4793a.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-08 12:36:38.211199
877,5301p.jpg,llama-v3p2-90b-vision-instruct,nvidia/NVLM-D-72B,2024-11-08 12:37:09.140386
878,5521n.jpg,gpt-4o-2024-08-06,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 12:37:39.171039
879,287g.jpg,allenai/Molmo-72B-0924,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 15:13:52.954413
880,284v.jpg,claude-3-5-sonnet-20241022,nvidia/NVLM-D-72B,2024-11-08 15:13:59.298575
881,4781r.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-08 15:14:05.336935
882,4781r.jpg,claude-3-5-sonnet-20241022,gemini-1.5-pro,2024-11-08 15:14:10.548375
883,2073cc.jpg,claude-3-5-sonnet-20241022,llama-v3p2-90b-vision-instruct,2024-11-08 15:14:23.456917
884,304h.jpg,claude-3-5-sonnet-20241022,gpt-4o-2024-08-06,2024-11-08 15:14:30.691748
885,4782c.jpg,OpenGVLab/InternVL2-Llama3-76B,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 15:14:36.380773
886,4793a.jpg,OpenGVLab/InternVL2-Llama3-76B,gpt-4o-2024-08-06,2024-11-08 15:14:43.328073
887,4782c.jpg,gemini-1.5-pro,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 15:14:47.707076
888,304h.jpg,Qwen/Qwen2-VL-72B-Instruct,rhymes-ai/Aria,2024-11-08 15:15:10.872511
889,5207j.jpg,OpenGVLab/InternVL2-Llama3-76B,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 15:42:51.61331
890,287g.jpg,gemini-1.5-pro,nvidia/NVLM-D-72B,2024-11-08 15:43:03.76227
891,4792b.jpg,OpenGVLab/InternVL2-Llama3-76B,claude-3-5-sonnet-20241022,2024-11-08 15:46:36.957447
892,904x.jpg,gemini-1.5-pro,llama-v3p2-90b-vision-instruct,2024-11-08 15:47:25.256232
893,17l.jpg,nvidia/NVLM-D-72B,gemini-1.5-pro,2024-11-08 15:47:49.414669
894,2078i.jpg,gemini-1.5-pro,allenai/Molmo-72B-0924,2024-11-08 15:48:45.641708
895,2086d.jpg,allenai/Molmo-72B-0924,llama-v3p2-90b-vision-instruct,2024-11-08 15:49:06.584208
896,948d.jpg,rhymes-ai/Aria,allenai/Molmo-72B-0924,2024-11-08 15:50:45.624197
897,4911d.jpg,OpenGVLab/InternVL2-Llama3-76B,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 15:53:01.180904
898,284v.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 15:53:18.852098
899,4911d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,gpt-4o-2024-08-06,2024-11-08 15:53:45.817644
900,3189j.jpg,rhymes-ai/Aria,gemini-1.5-pro,2024-11-08 15:53:52.462149
901,4793a.jpg,gemini-1.5-pro,gpt-4o-2024-08-06,2024-11-08 15:54:10.941406
902,4786a.jpg,OpenGVLab/InternVL2-Llama3-76B,llama-v3p2-90b-vision-instruct,2024-11-08 15:54:12.303173
903,4793a.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 15:54:21.768911
904,4912gg.jpg,nvidia/NVLM-D-72B,gpt-4o-2024-08-06,2024-11-08 15:54:27.09734
905,904x.jpg,claude-3-5-sonnet-20241022,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 15:55:46.90611
906,904x.jpg,claude-3-5-sonnet-20241022,nvidia/NVLM-D-72B,2024-11-08 15:55:50.640051
907,284v.jpg,claude-3-5-sonnet-20241022,gemini-1.5-pro,2024-11-08 15:55:58.260316
908,1007p.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 15:56:07.712505
909,2085b.jpg,nvidia/NVLM-D-72B,rhymes-ai/Aria,2024-11-08 15:56:16.282778
910,4912gg.jpg,allenai/Molmo-72B-0924,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 15:56:34.993883
911,4793a.jpg,Qwen/Qwen2-VL-72B-Instruct,rhymes-ai/Aria,2024-11-08 15:56:39.335276
912,284v.jpg,OpenGVLab/InternVL2-Llama3-76B,gpt-4o-2024-08-06,2024-11-08 15:56:46.250883
913,287g.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,rhymes-ai/Aria,2024-11-08 15:56:49.973621
914,4912gg.jpg,Qwen/Qwen2-VL-72B-Instruct,lmms-lab/llava-onevision-qwen2-72b-ov,2024-11-08 15:57:02.81932
915,2073cc.jpg,allenai/Molmo-72B-0924,claude-3-5-sonnet-20241022,2024-11-08 15:57:59.66
916,5521n.jpg,allenai/Molmo-72B-0924,rhymes-ai/Aria,2024-11-08 15:58:05.927841
917,284v.jpg,rhymes-ai/Aria,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 15:58:11.522181
918,2086d.jpg,rhymes-ai/Aria,llama-v3p2-90b-vision-instruct,2024-11-08 15:58:18.974748
919,3192h.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,gpt-4o-2024-08-06,2024-11-08 15:58:29.82184
920,4781r.jpg,gemini-1.5-pro,rhymes-ai/Aria,2024-11-08 15:58:35.641244
921,4912gg.jpg,Qwen/Qwen2-VL-72B-Instruct,allenai/Molmo-72B-0924,2024-11-08 15:58:45.032464
922,3192h.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,llama-v3p2-90b-vision-instruct,2024-11-08 15:58:58.968137
923,3193c.jpg,gpt-4o-2024-08-06,nvidia/NVLM-D-72B,2024-11-08 16:01:23.576027
924,4786a.jpg,nvidia/NVLM-D-72B,llama-v3p2-90b-vision-instruct,2024-11-08 16:01:34.395668
925,2077q.jpg,gpt-4o-2024-08-06,Qwen/Qwen2-VL-72B-Instruct,2024-11-08 16:01:43.415279
926,948d.jpg,lmms-lab/llava-onevision-qwen2-72b-ov,OpenGVLab/InternVL2-Llama3-76B,2024-11-08 16:01:47.654614
